team,matches_played,wins,draws,losses,goals_scored,goals_conceded,avg_goals_scored,avg_goals_conceded,win_rate,draw_rate,loss_rate,goal_difference
British Virgin Islands,121,21,22,78,112,358,0.9256198347107438,2.958677685950413,0.17355371900826447,0.18181818181818182,0.6446280991735537,-246
Guam,120,25,11,84,138,590,1.15,4.916666666666667,0.20833333333333334,0.09166666666666666,0.7,-452
Cayman Islands,118,25,21,72,116,286,0.9830508474576272,2.4237288135593222,0.211864406779661,0.17796610169491525,0.6101694915254238,-170
Djibouti,111,7,10,94,74,401,0.6666666666666666,3.6126126126126126,0.06306306306306306,0.09009009009009009,0.8468468468468469,-327
Bhutan,109,11,7,91,61,398,0.5596330275229358,3.6513761467889907,0.10091743119266056,0.06422018348623854,0.8348623853211009,-337
Kosovo,102,41,23,38,148,137,1.4509803921568627,1.3431372549019607,0.4019607843137255,0.22549019607843138,0.37254901960784315,11
Mongolia,101,25,9,67,117,310,1.1584158415841583,3.0693069306930694,0.24752475247524752,0.0891089108910891,0.6633663366336634,-193
Anguilla,91,7,9,75,52,349,0.5714285714285714,3.8351648351648353,0.07692307692307693,0.0989010989010989,0.8241758241758241,-297
Timor-Leste,86,9,5,72,71,284,0.8255813953488372,3.302325581395349,0.10465116279069768,0.05813953488372093,0.8372093023255814,-213
South Sudan,78,12,16,50,50,142,0.6410256410256411,1.8205128205128205,0.15384615384615385,0.20512820512820512,0.6410256410256411,-92
United States Virgin Islands,78,10,12,56,54,295,0.6923076923076923,3.782051282051282,0.1282051282051282,0.15384615384615385,0.717948717948718,-241
Greenland,77,25,10,42,145,159,1.8831168831168832,2.064935064935065,0.3246753246753247,0.12987012987012986,0.5454545454545454,-14
Samoa,71,22,4,45,99,249,1.3943661971830985,3.507042253521127,0.30985915492957744,0.056338028169014086,0.6338028169014085,-150
Eritrea,71,11,16,44,48,121,0.676056338028169,1.704225352112676,0.15492957746478872,0.22535211267605634,0.6197183098591549,-73
São Tomé and Príncipe,71,9,10,52,53,182,0.7464788732394366,2.563380281690141,0.1267605633802817,0.14084507042253522,0.7323943661971831,-129
Saint Martin,68,25,5,38,101,167,1.4852941176470589,2.4558823529411766,0.36764705882352944,0.07352941176470588,0.5588235294117647,-66
Tonga,68,16,6,46,81,253,1.1911764705882353,3.7205882352941178,0.23529411764705882,0.08823529411764706,0.6764705882352942,-172
Ynys Môn,67,37,11,19,125,96,1.8656716417910448,1.4328358208955223,0.5522388059701493,0.16417910447761194,0.2835820895522388,29
Bahamas,67,14,10,43,75,213,1.1194029850746268,3.1791044776119404,0.208955223880597,0.14925373134328357,0.6417910447761194,-138
Montserrat,66,17,7,42,72,195,1.0909090909090908,2.9545454545454546,0.25757575757575757,0.10606060606060606,0.6363636363636364,-123
Sint Maarten,60,20,10,30,88,153,1.4666666666666666,2.55,0.3333333333333333,0.16666666666666666,0.5,-65
Basque Country,58,38,11,9,156,76,2.689655172413793,1.3103448275862069,0.6551724137931034,0.1896551724137931,0.15517241379310345,80
Isle of Man,58,35,4,19,186,87,3.206896551724138,1.5,0.603448275862069,0.06896551724137931,0.3275862068965517,99
Shetland,58,21,9,28,101,113,1.7413793103448276,1.9482758620689655,0.3620689655172414,0.15517241379310345,0.4827586206896552,-12
American Samoa,55,4,2,49,33,357,0.6,6.490909090909091,0.07272727272727272,0.03636363636363636,0.8909090909090909,-324
Cook Islands,53,11,4,38,43,264,0.8113207547169812,4.981132075471698,0.20754716981132076,0.07547169811320754,0.7169811320754716,-221
Turks and Caicos Islands,52,12,6,34,52,187,1.0,3.5961538461538463,0.23076923076923078,0.11538461538461539,0.6538461538461539,-135
Åland Islands,51,21,8,22,77,86,1.5098039215686274,1.6862745098039216,0.4117647058823529,0.1568627450980392,0.43137254901960786,-9
Isle of Wight,48,26,7,15,113,60,2.3541666666666665,1.25,0.5416666666666666,0.14583333333333334,0.3125,53
Catalonia,48,19,12,17,75,84,1.5625,1.75,0.3958333333333333,0.25,0.3541666666666667,-9
Padania,44,30,8,6,120,33,2.727272727272727,0.75,0.6818181818181818,0.18181818181818182,0.13636363636363635,87
Bonaire,43,14,6,23,63,107,1.4651162790697674,2.488372093023256,0.32558139534883723,0.13953488372093023,0.5348837209302325,-44
Tuvalu,39,8,4,27,45,208,1.1538461538461537,5.333333333333333,0.20512820512820512,0.10256410256410256,0.6923076923076923,-163
Mayotte,38,11,11,16,51,56,1.3421052631578947,1.4736842105263157,0.2894736842105263,0.2894736842105263,0.42105263157894735,-5
Frøya,37,7,2,28,60,146,1.6216216216216217,3.945945945945946,0.1891891891891892,0.05405405405405406,0.7567567567567568,-86
Saare County,35,5,5,25,41,89,1.1714285714285715,2.5428571428571427,0.14285714285714285,0.14285714285714285,0.7142857142857143,-48
Northern Cyprus,34,20,7,7,98,31,2.8823529411764706,0.9117647058823529,0.5882352941176471,0.20588235294117646,0.20588235294117646,67
Western Isles,34,13,4,17,51,77,1.5,2.264705882352941,0.38235294117647056,0.11764705882352941,0.5,-26
Occitania,33,19,6,8,103,38,3.121212121212121,1.1515151515151516,0.5757575757575758,0.18181818181818182,0.24242424242424243,65
Falkland Islands,33,6,1,26,31,121,0.9393939393939394,3.6666666666666665,0.18181818181818182,0.030303030303030304,0.7878787878787878,-90
Abkhazia,32,14,13,5,51,26,1.59375,0.8125,0.4375,0.40625,0.15625,25
Western Australia,32,11,3,18,63,75,1.96875,2.34375,0.34375,0.09375,0.5625,-12
Gotland,30,11,4,15,81,57,2.7,1.9,0.36666666666666664,0.13333333333333333,0.5,24
Northern Mariana Islands,30,4,3,23,27,129,0.9,4.3,0.13333333333333333,0.1,0.7666666666666667,-102
Sápmi,29,12,2,15,90,54,3.103448275862069,1.8620689655172413,0.41379310344827586,0.06896551724137931,0.5172413793103449,36
Orkney,28,9,1,18,38,84,1.3571428571428572,3.0,0.32142857142857145,0.03571428571428571,0.6428571428571429,-46
Iraqi Kurdistan,27,13,8,6,61,27,2.259259259259259,1.0,0.48148148148148145,0.2962962962962963,0.2222222222222222,34
Székely Land,27,9,3,15,56,56,2.074074074074074,2.074074074074074,0.3333333333333333,0.1111111111111111,0.5555555555555556,0
Raetia,26,6,5,15,43,103,1.6538461538461537,3.9615384615384617,0.23076923076923078,0.19230769230769232,0.5769230769230769,-60
Menorca,25,11,6,8,56,32,2.24,1.28,0.44,0.24,0.32,24
Yemen DPR,25,5,3,17,25,69,1.0,2.76,0.2,0.12,0.68,-44
Tamil Eelam,24,12,0,12,58,60,2.4166666666666665,2.5,0.5,0.0,0.5,-2
Monaco,24,8,6,10,41,88,1.7083333333333333,3.6666666666666665,0.3333333333333333,0.25,0.4166666666666667,-47
North Vietnam,24,7,3,14,49,52,2.0416666666666665,2.1666666666666665,0.2916666666666667,0.125,0.5833333333333334,-3
Wallis Islands and Futuna,24,5,0,19,23,109,0.9583333333333334,4.541666666666667,0.20833333333333334,0.0,0.7916666666666666,-86
Hitra,23,6,1,16,37,92,1.608695652173913,4.0,0.2608695652173913,0.043478260869565216,0.6956521739130435,-55
Ellan Vannin,22,11,5,6,54,32,2.4545454545454546,1.4545454545454546,0.5,0.22727272727272727,0.2727272727272727,22
Panjab,19,9,3,7,54,30,2.8421052631578947,1.5789473684210527,0.47368421052631576,0.15789473684210525,0.3684210526315789,24
Provence,19,6,1,12,47,54,2.473684210526316,2.8421052631578947,0.3157894736842105,0.05263157894736842,0.631578947368421,-7
Rhodes,18,11,2,5,29,19,1.6111111111111112,1.0555555555555556,0.6111111111111112,0.1111111111111111,0.2777777777777778,10
South Ossetia,16,5,3,8,35,34,2.1875,2.125,0.3125,0.1875,0.5,1
Western Armenia,16,5,4,7,34,20,2.125,1.25,0.3125,0.25,0.4375,14
Chagos Islands,16,3,2,11,28,76,1.75,4.75,0.1875,0.125,0.6875,-48
Tibet,16,0,2,14,14,66,0.875,4.125,0.0,0.125,0.875,-52
Gozo,14,4,2,8,31,28,2.2142857142857144,2.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,3
Andalusia,13,8,4,1,25,14,1.9230769230769231,1.0769230769230769,0.6153846153846154,0.3076923076923077,0.07692307692307693,11
Kernow,12,7,2,3,32,19,2.6666666666666665,1.5833333333333333,0.5833333333333334,0.16666666666666666,0.25,13
Brittany,12,6,3,3,18,15,1.5,1.25,0.5,0.25,0.25,3
Felvidék,12,5,2,5,14,20,1.1666666666666667,1.6666666666666667,0.4166666666666667,0.16666666666666666,0.4166666666666667,-6
Sealand,12,4,5,3,27,30,2.25,2.5,0.3333333333333333,0.4166666666666667,0.25,-3
Barawa,12,3,0,9,16,46,1.3333333333333333,3.8333333333333335,0.25,0.0,0.75,-30
United Koreans in Japan,12,3,6,3,20,11,1.6666666666666667,0.9166666666666666,0.25,0.5,0.25,9
Artsakh,11,6,2,3,32,14,2.909090909090909,1.2727272727272727,0.5454545454545454,0.18181818181818182,0.2727272727272727,18
Kárpátalja,11,5,5,1,25,13,2.272727272727273,1.1818181818181819,0.45454545454545453,0.45454545454545453,0.09090909090909091,12
Kiribati,11,0,1,10,7,126,0.6363636363636364,11.454545454545455,0.0,0.09090909090909091,0.9090909090909091,-119
Arameans Suryoye,10,5,2,3,16,12,1.6,1.2,0.5,0.2,0.3,4
Galicia,10,4,3,3,19,20,1.9,2.0,0.4,0.3,0.3,-1
Saint Barthélemy,10,4,1,5,25,30,2.5,3.0,0.4,0.1,0.5,-5
County of Nice,9,6,1,2,19,13,2.111111111111111,1.4444444444444444,0.6666666666666666,0.1111111111111111,0.2222222222222222,6
Corsica,9,4,4,1,10,5,1.1111111111111112,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,5
Saarland,9,1,2,6,10,26,1.1111111111111112,2.888888888888889,0.1111111111111111,0.2222222222222222,0.6666666666666666,-16
Matabeleland,8,3,2,3,7,14,0.875,1.75,0.375,0.25,0.375,-7
Silesia,8,3,2,3,24,17,3.0,2.125,0.375,0.25,0.375,7
Saint Helena,8,0,0,8,6,41,0.75,5.125,0.0,0.0,1.0,-35
Yorkshire,7,5,1,1,27,11,3.857142857142857,1.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,16
Cascadia,7,4,1,2,23,14,3.2857142857142856,2.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,9
Chameria,7,3,2,2,14,8,2.0,1.1428571428571428,0.42857142857142855,0.2857142857142857,0.2857142857142857,6
Romani people,7,2,0,5,13,26,1.8571428571428572,3.7142857142857144,0.2857142857142857,0.0,0.7142857142857143,-13
Micronesia,7,1,0,6,8,59,1.1428571428571428,8.428571428571429,0.14285714285714285,0.0,0.8571428571428571,-51
Darfur,7,0,0,7,1,99,0.14285714285714285,14.142857142857142,0.0,0.0,1.0,-98
Saint Pierre and Miquelon,7,0,0,7,2,78,0.2857142857142857,11.142857142857142,0.0,0.0,1.0,-76
Vatican City,7,0,3,4,4,17,0.5714285714285714,2.4285714285714284,0.0,0.42857142857142855,0.5714285714285714,-13
Donetsk PR,6,2,2,2,8,7,1.3333333333333333,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
Luhansk PR,6,2,1,3,9,12,1.5,2.0,0.3333333333333333,0.16666666666666666,0.5,-3
Somaliland,6,2,1,3,14,20,2.3333333333333335,3.3333333333333335,0.3333333333333333,0.16666666666666666,0.5,-6
Kabylia,6,1,2,3,8,15,1.3333333333333333,2.5,0.16666666666666666,0.3333333333333333,0.5,-7
Two Sicilies,6,1,0,5,3,18,0.5,3.0,0.16666666666666666,0.0,0.8333333333333334,-15
Ambazonia,6,0,1,5,3,17,0.5,2.8333333333333335,0.0,0.16666666666666666,0.8333333333333334,-14
Crimea,5,3,0,2,7,11,1.4,2.2,0.6,0.0,0.4,-4
Western Sahara,5,2,0,3,11,16,2.2,3.2,0.4,0.0,0.6,-5
Canary Islands,4,3,0,1,11,3,2.75,0.75,0.75,0.0,0.25,8
Republic of St. Pauli,4,1,1,2,10,5,2.5,1.25,0.25,0.25,0.5,5
Sark,4,0,0,4,0,70,0.0,17.5,0.0,0.0,1.0,-70
Biafra,3,2,0,1,2,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1
Franconia,3,2,0,1,8,11,2.6666666666666665,3.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,-3
Parishes of Jersey,3,2,0,1,11,4,3.6666666666666665,1.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,7
Hmong,3,1,0,2,6,10,2.0,3.3333333333333335,0.3333333333333333,0.0,0.6666666666666666,-4
Chechnya,3,0,1,2,3,29,1.0,9.666666666666666,0.0,0.3333333333333333,0.6666666666666666,-26
Găgăuzia,3,0,1,2,2,9,0.6666666666666666,3.0,0.0,0.3333333333333333,0.6666666666666666,-7
Manchukuo,3,0,0,3,0,16,0.0,5.333333333333333,0.0,0.0,1.0,-16
South Yemen,3,0,0,3,1,8,0.3333333333333333,2.6666666666666665,0.0,0.0,1.0,-7
Maule Sur,2,2,0,0,2,0,1.0,0.0,1.0,0.0,0.0,2
Central Spain,2,1,0,1,2,4,1.0,2.0,0.5,0.0,0.5,-2
Délvidék,2,1,0,1,4,3,2.0,1.5,0.5,0.0,0.5,1
Mapuche,2,1,0,1,3,2,1.5,1.0,0.5,0.0,0.5,1
Aymara,2,0,0,2,1,4,0.5,2.0,0.0,0.0,1.0,-3
Marshall Islands,2,0,0,2,2,7,1.0,3.5,0.0,0.0,1.0,-5
Niue,2,0,0,2,0,33,0.0,16.5,0.0,0.0,1.0,-33
Palau,2,0,0,2,4,21,2.0,10.5,0.0,0.0,1.0,-17
Ticino,2,0,0,2,2,13,1.0,6.5,0.0,0.0,1.0,-11
Yoruba Nation,2,0,1,1,1,2,0.5,1.0,0.0,0.5,0.5,-1
Asturias,1,1,0,0,3,1,3.0,1.0,1.0,0.0,0.0,2
Elba Island,1,1,0,0,5,0,5.0,0.0,1.0,0.0,0.0,5
Surrey,1,1,0,0,3,1,3.0,1.0,1.0,0.0,0.0,2
Cilento,1,0,0,1,0,2,0.0,2.0,0.0,0.0,1.0,-2
Madrid,1,0,0,1,1,2,1.0,2.0,0.0,0.0,1.0,-1
Ryūkyū,1,0,0,1,0,9,0.0,9.0,0.0,0.0,1.0,-9
Saugeais,1,0,1,0,1,1,1.0,1.0,0.0,1.0,0.0,0
Seborga,1,0,0,1,2,3,2.0,3.0,0.0,0.0,1.0,-1
West Papua,1,0,1,0,1,1,1.0,1.0,0.0,1.0,0.0,0
